0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0
50,45,0,0,0,0,0,0,0,0
48,50,45,0,0,0,0,0,0,0
49,48,100,45,0,0,0,0,0,0
56,49,48,100,45,0,0,0,0,0
58,56,49,100,100,45,0,0,0,0
53,58,56,49,100,100,45,0,0,0
53,53,100,56,100,100,100,100,0,0
53,56,53,100,57,100,100,100,100,0
50,58,100,54,58,58,53,100,100,0
49,58,100,100,55,59,100,100,100,0
52,49,100,100,100,59,70,100,100,0
51,65,49,100,100,100,72,100,100,0
50,64,100,52,100,66,100,100,100,0
51,63,100,57,59,67,78,100,100,0
48,65,100,100,65,68,81,100,100,0
49,65,100,100,100,72,80,100,100,0
53,49,100,100,100,100,84,100,100,0
59,78,51,100,100,100,100,100,100,0
58,59,100,55,100,100,100,100,100,0
59,80,60,59,64,100,100,100,100,0
57,84,100,65,65,80,100,100,100,0
57,80,100,100,71,81,100,100,100,0
55,58,100,100,100,85,93,100,100,0
59,55,59,100,73,100,94,100,100,0
62,59,100,62,100,90,100,100,100,0
61,85,60,100,73,100,100,100,100,0
64,61,100,65,100,87,100,100,100,0
63,64,62,100,75,100,100,100,100,0
58,63,64,65,100,90,100,100,100,0
58,85,64,67,72,100,100,100,100,0
59,58,100,66,74,89,100,100,100,0
58,80,59,100,75,90,98,100,100,0
61,58,62,65,100,89,98,100,100,0
57,60,59,100,75,90,98,100,100,0
55,57,61,67,100,86,98,100,100,0
51,82,57,100,78,85,98,100,100,0
55,51,100,63,100,87,98,100,100,0
52,55,52,100,78,86,97,100,100,0
52,52,55,58,100,87,97,100,100,0
51,52,55,61,71,100,97,100,100,0
51,80,54,58,71,88,98,100,100,0
54,79,100,59,70,88,98,100,100,0
60,81,100,100,70,85,98,100,100,0
61,60,100,100,100,86,95,100,100,0
63,61,61,100,100,100,96,100,100,0
61,88,61,100,71,100,95,100,100,0
62,61,100,100,76,92,100,100,100,0
62,89,63,100,100,92,98,100,100,0
63,62,100,64,83,96,99,100,100,0
62,93,62,100,81,96,99,100,100,0
61,63,63,65,78,96,99,100,100,0
63,62,64,68,80,95,99,100,100,0
55,89,64,67,84,93,99,100,100,0
55,53,64,68,80,94,99,100,100,0
55,55,56,66,81,92,99,100,100,0
61,81,57,60,76,92,99,100,100,0
57,86,100,100,70,87,98,100,100,0
53,83,100,100,70,82,99,100,100,0
54,53,100,100,100,83,100,100,100,0
55,82,54,100,100,100,98,100,100,0
54,56,100,59,100,100,100,100,100,0
50,54,58,100,73,100,100,100,100,0
49,51,55,61,100,100,100,100,100,0
51,49,53,59,72,100,100,100,100,0
51,51,51,56,70,89,100,100,100,0
53,80,52,53,71,89,98,100,100,0
58,82,100,100,70,88,98,100,100,0
57,86,100,100,100,87,99,100,100,0
57,56,100,100,100,100,96,100,100,0
60,83,57,100,100,100,100,100,100,0
56,85,100,61,77,100,100,100,100,0
57,83,100,100,77,91,100,100,100,0
57,57,100,100,100,90,99,100,100,0
62,57,59,100,100,100,99,100,100,0
61,86,59,63,100,100,100,100,100,0
62,88,100,63,77,100,100,100,100,0
57,88,100,100,79,88,100,100,100,0
55,85,100,100,100,87,95,100,100,0
53,55,58,100,100,90,100,100,100,0
47,53,100,66,100,100,96,100,100,0
50,47,54,66,83,100,100,100,100,0
53,87,49,63,86,92,100,100,100,0
52,88,100,56,83,92,99,100,100,0
54,89,100,100,78,92,99,100,100,0
53,86,53,100,79,92,98,100,100,0
51,86,100,61,100,90,98,100,100,0
55,84,100,100,81,100,98,100,100,0
58,81,100,100,77,89,100,100,100,0
0,81,100,100,72,87,98,100,100,0
0,0,100,100,100,87,98,100,100,0
0,0,0,100,100,100,98,100,100,0
0,0,0,0,100,100,100,100,100,0
0,0,0,0,0,85,99,100,100,0
0,0,0,0,0,0,98,100,100,0
0,0,0,0,0,0,0,100,100,0
0,0,0,0,0,0,0,0,100,0
0,0,0,0,0,0,0,0,0,0
